0 -143867.2653842298022937
200 -143918.2016684153350070
400 -143932.2591451011539903
600 -143937.6894033662101720
800 -143940.5691273834963795
1000 -143943.5287848578009289
1200 -143944.0770426770613994
1400 -143944.3005327149003278
1600 -143944.5509315179369878
1800 -143944.7943822935922071
2000 -143945.0046768999891356
2200 -143945.1506158812553622
2400 -143945.2905260169354733
2600 -143945.4500667061947752
2800 -143945.6489667769928928
3000 -143945.8015878811129369
3200 -143945.9187603861792013
3400 -143946.0352722112438641
3600 -143946.1813686829118524
3800 -143946.3357043621363118
4000 -143946.5161202214076184
4200 -143946.6947934951749630
4400 -143946.8723247944435570
4600 -143947.0578763174999040
4800 -143947.2248822424153332
5000 -143947.4099123860942200
5200 -143947.6034842782537453
5400 -143947.7513067912659608
5600 -143947.8790039585437626
5800 -143948.0407866929599550
6000 -143948.2218179919873364
6200 -143948.3860255257459357
6400 -143948.5495634930266533
6600 -143948.7209217106574215
6800 -143948.8989129981200676
7000 -143949.0630020005919505
7200 -143949.2084234046051279
7400 -143949.3219554985989816
7600 -143949.4783390585798770
7800 -143949.6323308010760229
8000 -143949.7573888411279768
8200 -143949.8647814297582954
8400 -143949.9869504639355000
8600 -143950.1329808867012616
8800 -143950.2776377701666206
9000 -143950.4492819167207927
9200 -143950.6141438094200566
9400 -143950.7430502634670120
9600 -143950.8554799755220301
9800 -143950.9537950183439534
10000 -143951.0790697720076423
10200 -143951.2109757500584237
10400 -143951.3626894689514302
10600 -143951.5167386283283122
10800 -143951.6757820972125046
11000 -143951.8316972172760870
11200 -143951.9631231198727619
11400 -143952.0458003362000454
11600 -143952.1306985543342307
11800 -143952.2119155183318071
12000 -143952.3145619845599867
12200 -143952.4116550012258813
12400 -143952.5231872290023603
12600 -143952.6406579457107000
12800 -143952.7621429831488058
13000 -143952.8774168139789253
13200 -143952.9884030553803314
13400 -143953.0956614308524877
13600 -143953.1984448790608440
13800 -143953.3029393572069239
14000 -143953.4188643006782513
14200 -143953.5404346411814913
14400 -143953.6833506032417063
14600 -143953.8079273103212472
14800 -143953.8960022352985106
15000 -143953.9830686167697422
15200 -143954.0528525591362268
15400 -143954.1072598775790539
15600 -143954.1743783535785042
15800 -143954.2509137901943177
16000 -143954.3207154258270748
16200 -143954.3834880509239156
16400 -143954.4412223911203910
16600 -143954.5043569430126809
16800 -143954.5580228994658682
17000 -143954.6027286467142403
17200 -143954.6617955576220993
17400 -143954.7215813086950220
17600 -143954.7770208458241541
17800 -143954.8211974389851093
18000 -143954.8496592216251884
18200 -143954.8777330721495673
18400 -143954.9046679204620887
18600 -143954.9322842257388402
18800 -143954.9638178540917579
19000 -143955.0079067623009905
19200 -143955.0536917961726431
19400 -143955.0980218781041913
19600 -143955.1328434821625706
19800 -143955.1719136734609492
20000 -143955.2124183573760092
20001 -143955.2124183573760092
