200 -143918.20166843 -151273.45436134 7730.68337727 201.36520028 -576.79588464 0.2534 3.6039
400 -143932.25914511 -151286.67490761 7730.46014362 201.83921808 -577.88359920 0.2457 3.6034
600 -143937.68940338 -151291.26883995 7730.22966423 202.06747151 -578.71769917 0.2414 3.6026
800 -143940.56912740 -151293.41945260 7730.04072223 202.29793958 -579.48833661 0.2389 3.6011
1000 -143943.52878487 -151296.71869466 7729.92438517 197.19251964 -573.92699502 0.2350 3.6070
1200 -143944.07704269 -151297.19484928 7729.94829093 201.56874923 -578.39923357 0.2344 3.5983
1400 -143944.30053273 -151297.18536952 7729.92657159 202.02490033 -579.06663513 0.2325 3.6000
1600 -143944.55093153 -151297.17695683 7729.90207385 202.16130951 -579.43735806 0.2301 3.5996
1800 -143944.79438231 -151297.15716539 7729.87425483 202.29541244 -579.80688419 0.2275 3.5999
2000 -143945.00467691 -151297.13377053 7729.84857643 202.41363998 -580.13312278 0.2252 3.6002
2200 -143945.15061590 -151297.11425918 7729.82983488 202.50072100 -580.36691260 0.2236 3.6005
2400 -143945.29052603 -151297.09327371 7729.81115295 202.58538302 -580.59378829 0.2220 3.6006
2600 -143945.45006672 -151297.06941823 7729.79112059 202.68119718 -580.85296626 0.2201 3.6007
2800 -143945.64896679 -151297.03579905 7729.76483614 202.80370429 -581.18170817 0.2178 3.5992
3000 -143945.80158789 -151297.00950037 7729.74537252 202.89908663 -581.43654667 0.2160 3.6015
3200 -143945.91876040 -151296.98793415 7729.73009256 202.97286993 -581.63378874 0.2146 3.6009
3400 -143946.03527222 -151296.96557671 7729.71466476 203.04828401 -581.83264428 0.2132 3.6017
3600 -143946.18136869 -151296.93704507 7729.69573265 203.14231409 -582.08237037 0.2114 3.6020
3800 -143946.33570437 -151296.90568789 7729.67544223 203.24103156 -582.34649027 0.2096 3.6024
4000 -143946.51612023 -151296.86787941 7729.65206221 203.36156067 -582.66186371 0.2073 3.6027
4200 -143946.69479351 -151296.82882665 7729.62855025 203.48098641 -582.97550353 0.2051 3.6029
4400 -143946.87232481 -151296.78938805 7729.60575553 203.59724399 -583.28593628 0.2030 3.6035
4600 -143947.05787633 -151296.74720369 7729.58208953 203.72375092 -583.61651308 0.2007 3.6038
4800 -143947.22488226 -151296.70751716 7729.56050604 203.83980188 -583.91767301 0.1986 3.6044
5000 -143947.40991240 -151296.66132638 7729.53573629 203.96605346 -584.25037578 0.1963 3.6049
5200 -143947.60348429 -151296.61190631 7729.51001193 204.10204509 -584.60363500 0.1939 3.6054
5400 -143947.75130680 -151296.57389857 7729.49084981 204.20440010 -584.87265814 0.1920 3.6058
5600 -143947.87900397 -151296.53878116 7729.47316032 204.29580416 -585.10918729 0.1904 3.6063
5800 -143948.04078670 -151296.49296111 7729.45038123 204.41101278 -585.40921960 0.1884 3.6068
6000 -143948.22181800 -151296.44208026 7729.42605616 204.54112810 -585.74692201 0.1862 3.6074
6200 -143948.38602554 -151296.39246503 7729.40209658 204.65860936 -586.05426645 0.1841 3.6080
6400 -143948.54956351 -151296.34210715 7729.37852112 204.78097866 -586.36695614 0.1821 3.6085
6600 -143948.72092172 -151296.28715467 7729.35278384 204.90334698 -586.68989786 0.1800 3.6092
6800 -143948.89891301 -151296.22895947 7729.32628235 205.03738488 -587.03362076 0.1777 3.6100
7000 -143949.06300201 -151296.17213791 7729.30017907 205.15945671 -587.35049988 0.1757 3.6106
7200 -143949.20842342 -151296.12143434 7729.27742702 205.26884630 -587.63326240 0.1739 3.6112
7400 -143949.32195551 -151296.08002726 7729.25883667 205.35398980 -587.85475471 0.1725 3.6116
7600 -143949.47833907 -151296.02137536 7729.23250771 205.47434828 -588.16381970 0.1706 3.6124
7800 -143949.63233081 -151295.96225133 7729.20638522 205.59091866 -588.46738336 0.1687 3.6131
8000 -143949.75738885 -151295.91201800 7729.18392990 205.68899652 -588.71829728 0.1671 3.6136
8200 -143949.86478144 -151295.86774339 7729.16423492 205.77211815 -588.93339113 0.1658 3.6141
8400 -143949.98695048 -151295.81701912 7729.14183543 205.86668269 -589.17844948 0.1643 3.6147
8600 -143950.13298090 -151295.75444637 7729.11451099 205.98120435 -589.47424987 0.1625 3.6155
8800 -143950.27763778 -151295.69090824 7729.08671219 206.09483480 -589.76827653 0.1607 3.6160
9000 -143950.44928193 -151295.61180849 7729.05177639 206.23318369 -590.12243351 0.1586 3.6171
9200 -143950.61414382 -151295.53329322 7729.01704825 206.36445303 -590.46235189 0.1566 3.6179
9400 -143950.74305027 -151295.47147219 7728.99013236 206.46908392 -590.73079437 0.1551 3.6187
9600 -143950.85547999 -151295.41453637 7728.96475759 206.55840480 -590.96410601 0.1537 3.6193
9800 -143950.95379503 -151295.36606627 7728.94379813 206.63923680 -591.17076370 0.1525 3.6199
10000 -143951.07906978 -151295.14223496 7728.91891833 208.10593333 -592.96168647 0.1519 3.6169
10200 -143951.21097576 -151295.14005829 7728.88912783 207.04495364 -592.00499894 0.1509 3.6201
10400 -143951.36268948 -151295.10914973 7728.85762135 207.02538860 -592.13654971 0.1493 3.6214
10600 -143951.51673864 -151295.04765678 7728.81741897 207.13061278 -592.41711362 0.1475 3.6221
10800 -143951.67578211 -151294.96893106 7728.77402951 207.25250092 -592.73338149 0.1456 3.6230
11000 -143951.83169723 -151294.88008913 7728.72869335 207.37795064 -593.05825210 0.1436 3.6240
11200 -143951.96312313 -151294.80083840 7728.69033762 207.48929962 -593.34192197 0.1419 3.6247
11400 -143952.04580035 -151294.74896982 7728.66563111 207.55736677 -593.51982841 0.1409 3.6254
