0 -142710.89982779 -150249.63865654 7760.37485330 15.35653800 -236.99256255 0.2002 0.0000
50 -144307.29781624 -151784.11506488 7760.34863654 33.34495596 -316.87634386 0.2944 3.9233
100 -144323.07037779 -151785.91388380 7760.33363608 41.23422689 -338.72435695 0.2930 3.8747
150 -144350.01236056 -151788.52576034 7760.25946013 59.72039460 -381.46645495 0.2906 3.7961
200 -144383.88045817 -151791.18648015 7759.94378748 100.15632176 -452.79408726 0.2857 3.7018
250 -144409.18535066 -151793.46780823 7758.47907872 179.28808382 -553.48470498 0.2738 3.6209
300 -144417.36934405 -151799.65107745 7758.04248778 193.18480360 -568.94555798 0.2646 3.6158
350 -144422.36734787 -151804.41151993 7757.96708423 192.67300283 -568.59591500 0.2624 3.6172
400 -144426.04175931 -151807.71977328 7757.86211172 192.82450527 -569.00860302 0.2601 3.6167
450 -144428.94450063 -151810.24969400 7757.75271069 192.96818261 -569.41569993 0.2581 3.6161
500 -144431.35901277 -151812.28800295 7757.64519840 193.11267891 -569.82888713 0.2566 3.6149
550 -144433.43286996 -151813.98062644 7757.53725398 193.26021723 -570.24971473 0.2554 3.6130
600 -144435.23932220 -151815.39682485 7757.42346668 193.41138149 -570.67734552 0.2544 3.6110
650 -144436.81811690 -151816.57632908 7757.30083196 193.56826283 -571.11088262 0.2535 3.6085
700 -144438.20022248 -151817.55385570 7757.16997207 193.72658711 -571.54292595 0.2527 3.6058
750 -144439.39705141 -151818.35208501 7757.03603246 193.88249303 -571.96349189 0.2518 3.6031
800 -144440.42767514 -151819.00095411 7756.90545368 194.03320967 -572.36538438 0.2506 3.6006
850 -144441.31434168 -151819.53293622 7756.78570780 194.17374053 -572.74085379 0.2492 3.5984
900 -144442.07702996 -151819.97136194 7756.67959726 194.30368159 -573.08894687 0.2476 3.5968
950 -144442.73842899 -151820.34057535 7756.58999188 194.42414030 -573.41198582 0.2457 3.5955
1000 -144444.70903718 -151822.29009698 7756.50798334 190.87758116 -569.80450470 0.2428 3.6021
1050 -144445.38591022 -151823.09427929 7756.61876021 191.23254528 -570.14293643 0.2428 3.6015
