0 -91387.07377279 -96135.79562614 4964.14874468 115.33620072 -330.76309205 0.2076 3.4588
50 -92388.50285474 -97120.95254395 4961.78055416 188.08145848 -417.41232343 0.2971 3.3452
100 -92400.16285993 -97124.46916960 4962.36512609 151.01537531 -389.07419172 0.2866 3.4894
150 -92407.44649432 -97130.00504188 4962.54882865 131.96498740 -371.95526849 0.2796 3.5837
200 -92412.76296078 -97135.10401146 4962.49754519 130.30416595 -370.46066046 0.2761 3.5991
250 -92416.59664923 -97138.67540250 4962.42245106 130.36932857 -370.71302636 0.2724 3.5989
300 -92418.99089231 -97140.77433166 4962.33835800 130.37213763 -370.92705629 0.2689 3.5994
350 -92420.64534791 -97142.12426694 4962.25077351 130.40546715 -371.17732163 0.2651 3.5996
400 -92421.82267386 -97143.01002656 4962.17031209 130.45065697 -371.43361635 0.2611 3.5998
450 -92422.64691873 -97143.57058694 4962.10128388 130.50693200 -371.68454767 0.2573 3.6001
500 -92423.23528405 -97143.92584592 4962.04498178 130.56309669 -371.91751660 0.2536 3.6003
550 -92423.68686147 -97144.16272123 4961.99769505 130.62580255 -372.14763784 0.2499 3.6006
600 -92424.04020072 -97144.31898759 4961.95843850 130.69595331 -372.37560493 0.2463 3.6010
650 -92424.28769141 -97144.40511410 4961.92698908 130.75243955 -372.56200594 0.2434 3.6013
700 -92424.48279228 -97144.45889721 4961.90112490 130.80692328 -372.73194325 0.2409 3.6016
750 -92424.63833960 -97144.49247464 4961.88038862 130.85640943 -372.88266301 0.2387 3.6018
800 -92424.77252591 -97144.51308479 4961.86147639 130.90740617 -373.02832367 0.2367 3.6021
850 -92424.88627041 -97144.52493251 4961.84544077 130.94836782 -373.15514649 0.2349 3.6024
900 -92424.99027482 -97144.52989467 4961.82969263 130.99347518 -373.28354796 0.2331 3.6026
950 -92425.10097037 -97144.52954293 4961.81228634 131.04626033 -373.42997412 0.2312 3.6029
1000 -92425.22403967 -97144.52231100 4961.79218684 131.10786223 -373.60177773 0.2289 3.6032
1050 -92425.35831164 -97144.50585485 4961.76911407 131.18077778 -373.80234865 0.2263 3.6036
1100 -92425.49833692 -97144.47925474 4961.74373033 131.26276311 -374.02557562 0.2236 3.6040
1150 -92425.64448438 -97144.44126251 4961.71563708 131.35498452 -374.27384347 0.2206 3.6045
1200 -92425.78778418 -97144.39461407 4961.68671733 131.45108255 -374.53096999 0.2176 3.6051
1250 -92425.90968179 -97144.34655276 4961.65996986 131.53878084 -374.76187974 0.2151 3.6055
