0 -209663.88679275 -220615.08154756 11396.16767211 522.74799566 -967.72091297 0.1803 3.2607
1 -211859.99029030 -222912.53979665 11396.17970348 896.61613454 -1240.24633167 0.2746 3.1101
2 -211861.58010635 -222913.90535852 11396.17997756 896.26662546 -1240.12135085 0.2745 3.1101
3 -211864.48993787 -222916.36841156 11396.17967065 895.57017494 -1239.87137189 0.2743 3.1102
4 -211868.26732754 -222919.47753333 11396.17708742 894.52844273 -1239.49532436 0.2740 3.1104
5 -211872.36476277 -222922.68370378 11396.16965259 893.13921804 -1238.98992962 0.2737 3.1107
6 -211876.24625757 -222925.44458336 11396.15377310 891.39278149 -1238.34822880 0.2732 3.1110
7 -211879.50106602 -222927.33572332 11396.12453587 889.26801120 -1237.55788978 0.2727 3.1114
8 -211881.97495108 -222928.16334566 11396.07459010 886.70332481 -1236.58952033 0.2721 3.1118
9 -211883.76780617 -222928.03016475 11395.99583452 883.70552323 -1235.43899917 0.2715 3.1124
10 -211885.23055949 -222927.33589696 11395.88197475 880.35581392 -1234.13245120 0.2708 3.1131
11 -211886.77212588 -222926.54626825 11395.72915519 876.74832193 -1232.70333475 0.2702 3.1138
12 -211888.67737787 -222925.98734665 11395.53510935 872.95138382 -1231.17652439 0.2696 3.1146
13 -211891.03494418 -222925.77150892 11395.29838549 869.00448013 -1229.56630088 0.2690 3.1154
14 -211893.75890724 -222925.81974142 11395.01752249 864.91941478 -1227.87610309 0.2684 3.1163
15 -211896.65440068 -222925.92925559 11394.69044110 860.68388825 -1226.09947444 0.2678 3.1173
16 -211899.50578517 -222925.86289546 11394.31397214 856.26369558 -1224.22055743 0.2673 3.1183
17 -211902.16660697 -222925.44453310 11393.88414608 851.61135121 -1222.21757116 0.2667 3.1194
18 -211904.61638150 -222924.64064825 11393.39939146 846.70501678 -1220.08014148 0.2661 3.1206
19 -211906.95131066 -222923.57006451 11392.86367451 841.57738311 -1217.82230378 0.2655 3.1218
20 -211909.30355988 -222922.40362672 11392.28456978 836.28310196 -1215.46760490 0.2649 3.1232
21 -211911.75388143 -222921.25698724 11391.67057552 830.86694616 -1213.03441587 0.2642 3.1246
22 -211914.30241887 -222920.15347382 11391.02968363 825.35123890 -1210.52986758 0.2635 3.1260
23 -211916.88962656 -222919.04596379 11390.36919783 819.73720996 -1207.95007056 0.2628 3.1275
24 -211919.44263001 -222917.86845646 11389.69630326 814.01308549 -1205.28356231 0.2622 3.1291
25 -211921.92198772 -222916.59263488 11389.01927070 808.17090760 -1202.51953114 0.2615 3.1307
