0 -91812.44335412 -96661.18085957 4991.30042513 9.87657607 -152.43949575 0.2136 0.0000
50 -92838.94162232 -97647.84787806 4991.29533342 21.45397486 -203.84305254 0.3088 3.9232
100 -92850.64762275 -97650.51681352 4991.28518348 26.57368606 -217.98967877 0.3075 3.8747
150 -92869.84687705 -97653.98391869 4991.23590661 38.59963200 -245.69849697 0.3052 3.7961
200 -92892.68669574 -97656.78228933 4991.02440323 64.85850238 -291.78731203 0.3008 3.7033
250 -92908.41646645 -97658.44291523 4990.10713604 112.67565800 -352.75634526 0.2908 3.6322
300 -92913.38802040 -97662.44900655 4989.86551141 117.30866963 -358.11319489 0.2843 3.6308
350 -92916.36306299 -97664.94357134 4989.71785393 117.30152131 -358.43886688 0.2790 3.6286
400 -92918.47461825 -97666.56363318 4989.56383002 117.49811941 -358.97293450 0.2732 3.6269
450 -92920.01448129 -97667.65133822 4989.42797320 117.68351175 -359.47462802 0.2670 3.6268
500 -92921.15384658 -97668.38241814 4989.31756842 117.85959807 -359.94859493 0.2601 3.6284
550 -92922.01331755 -97668.86610380 4989.22806074 118.03337786 -360.40865236 0.2531 3.6314
600 -92922.66961226 -97669.17246522 4989.15442076 118.20746647 -360.85903426 0.2464 3.6353
650 -92923.20382917 -97669.35935728 4989.08715210 118.39101945 -361.32264345 0.2396 3.6399
700 -92923.60416798 -97669.44777602 4989.02948733 118.56434253 -361.75022183 0.2336 3.6445
750 -92923.94746857 -97669.47430407 4988.97003714 118.74273281 -362.18593445 0.2278 3.6494
800 -92924.20572912 -97669.45855576 4988.91753994 118.89932142 -362.56403472 0.2230 3.6537
850 -92924.37335291 -97669.42783341 4988.87816475 119.01554553 -362.83922978 0.2197 3.6569
900 -92924.51281645 -97669.39003862 4988.84231381 119.11859739 -363.08368904 0.2169 3.6597
950 -92924.65476615 -97669.33906873 4988.80221118 119.23030269 -363.34821129 0.2139 3.6627
1000 -92925.08432318 -97669.31354406 4988.75953811 119.43327563 -363.96359286 0.2122 3.6655
1050 -92925.16251211 -97669.37373341 4988.75277020 119.45234236 -363.99389126 0.2121 3.6659
1100 -92925.18697951 -97669.36806346 4988.74487533 119.47481403 -364.03860541 0.2116 3.6664
1150 -92925.22918531 -97669.35473701 4988.73060582 119.50901056 -364.11406467 0.2108 3.6672
1200 -92925.28627165 -97669.33458281 4988.71121559 119.55225885 -364.21516327 0.2097 3.6683
