0 -213675.1526820239669178
50 -215937.1366786503058393
100 -216048.7981260191590991
150 -216049.6959544100973289
200 -216051.4070494415645953
250 -216053.8083824988862034
300 -216056.8135205232538283
350 -216060.3585280452389270
400 -216064.3895313555258326
450 -216068.8555612705531530
500 -216073.7038735769456252
550 -216078.8784556499158498
600 -216084.3213831732573453
650 -216089.9749466938665137
700 -216095.6838113018893637
750 -216100.6876605744182598
800 -216105.2845989742490929
850 -216109.5474484136502724
900 -216113.5079026547900867
950 -216117.1923665400827304
1000 -216159.6449373726209160
1050 -216164.0871269066992681
1100 -216164.4900440379569773
1150 -216164.7736616621841677
1200 -216164.9744068747968413
1250 -216165.1818986376456451
1300 -216165.3909714433539193
1350 -216165.5973133118241094
1400 -216165.7682231906510424
1450 -216165.9165666115295608
1500 -216166.0509909665852319
1550 -216166.1752944913459942
1600 -216166.2921654402161948
1650 -216166.4035293865890708
1700 -216166.5107668879500125
1750 -216166.6148696653253864
1800 -216166.7165518559049815
1850 -216166.8163289299118333
1900 -216166.9145745926944073
1950 -216167.0115612823283300
2000 -216168.2627315090503544
2050 -216168.4109872492554132
2100 -216168.4213655931816902
2150 -216168.4398716908181086
2200 -216168.4664195686927997
2250 -216168.5009433733648621
2300 -216168.5433684395393357
2350 -216168.5936055509955622
2400 -216168.6515523682464845
2450 -216168.7170964956749231
2500 -216168.7901176692394074
2550 -216168.8704891299712472
2600 -216168.9580812037747819
2650 -216169.0527630723954644
2700 -216169.1544039058790077
2750 -216169.2540775943489280
2800 -216169.3506933016469702
2850 -216169.4463094155071303
2900 -216169.5411067020322662
2950 -216169.6351262217503972
3000 -216169.7499289567349479
3050 -216169.8121320228383411
3100 -216169.8269082223414443
3150 -216169.8506135174538940
3200 -216169.8825700248125941
3250 -216169.9229455867898650
3300 -216169.9715174305601977
3350 -216170.0278933658264577
3400 -216170.0916868854837958
3450 -216170.1625632752839010
3500 -216170.2402568038960453
3550 -216170.3245722451829351
3600 -216170.4153733876592014
3650 -216170.5119312166352756
3700 -216170.6031337955500931
3750 -216170.6922586889413651
3800 -216170.7802977719402406
3850 -216170.8674751337675843
3900 -216170.9539224986801855
3950 -216171.0397403721872251
4000 -216171.1250016363337636
4050 -216171.2097602386784274
4100 -216171.2940582009032369
4150 -216171.3779280394956004
4200 -216171.4613963742449414
4250 -216171.5444856573594734
4300 -216171.6272155870683491
4350 -216171.7096038898453116
4400 -216171.7916667349927593
4450 -216171.8734190755931195
4500 -216171.9548749189125374
4550 -216172.0360475349007174
4600 -216172.1169496934744529
4650 -216172.1975937249080744
4700 -216172.2779916126455646
4750 -216172.3581550569215324
4800 -216172.4380954792723060
4850 -216172.5178240610985085
4900 -216172.5973517309757881
4950 -216172.6766891931183636
5000 -216172.7558469032519497
5050 -216172.8348351130553056
5100 -216172.9136638068594038
5150 -216172.9923427597968839
5200 -216173.0708814992103726
5250 -216173.1492893211252522
5300 -216173.2275752771529369
5350 -216173.3057481990836095
5400 -216173.3838166666682810
5450 -216173.4617890402150806
5500 -216173.5396734341047704
5550 -216173.6174777476117015
5600 -216173.6952096327731851
5650 -216173.7728765271604061
5700 -216173.8504856537037995
5750 -216173.9280439897847828
5800 -216174.0055583228531759
5850 -216174.0830352032789961
5900 -216174.1604809715645388
5950 -216174.2379017778439447
6000 -216174.3153035409632139
6050 -216174.3926919936493505
6100 -216174.4700726586743258
6150 -216174.5474508585175499
6200 -216174.6248317172867246
6250 -216174.7022201738145668
6300 -216174.7796209608495701
6350 -216174.8570386286010034
6400 -216174.9344775320205372
6450 -216175.0119418330723420
6500 -216175.0894355142081622
6550 -216175.1669623597699683
6600 -216175.2445259796804748
6650 -216175.3221297851123381
6700 -216175.3997770012065303
6750 -216175.4774706678290386
6800 -216175.5552136396581773
6850 -216175.6330085814406630
6900 -216175.7108579718042165
6950 -216175.7887640920816921
7000 -216175.8667290320445318
7050 -216175.9447546963056084
7100 -216176.0228427909023594
7150 -216176.1009948276041541
7200 -216176.1792121132020839
7250 -216176.2574957588803954
7300 -216176.3358466743957251
7350 -216176.4142655682226177
7400 -216176.4927529294218402
7450 -216176.5713090548815671
7500 -216176.6499339980655350
7550 -216176.7286276406957768
7600 -216176.8073895979032386
7650 -216176.8862193018139806
7700 -216176.9651159397617448
7750 -216177.0440784720994998
7800 -216177.1231056255637668
7850 -216177.2021958994155284
7900 -216177.2813475527509581
7950 -216177.3605586026969831
8000 -216177.4398268117220141
8050 -216177.5191497034975328
8100 -216177.5985245537012815
8150 -216177.6779483812279068
8200 -216177.7574179251096211
8250 -216177.8369297001918312
8300 -216177.9164799399732146
8350 -216177.9960645997780375
8400 -216178.0756793913315050
8450 -216178.1553197422472294
8500 -216178.2349808083672542
8550 -216178.3146574776037596
8600 -216178.3943443699972704
8650 -216178.4740358116396237
8700 -216178.5537258753611241
8750 -216178.6334083464462310
8800 -216178.7130767517664935
8850 -216178.7927243344020098
8900 -216178.8723440754401963
8950 -216178.9519286915601697
9000 -216179.0314706342469435
9050 -216179.1109620934585109
9100 -216179.1903950210544281
9150 -216179.2697611203184351
9200 -216179.3490518435428385
9250 -216179.4282584272732493
9300 -216179.5073718848580029
9350 -216179.5863830138114281
9400 -216179.6652824091434013
9450 -216179.7440604931907728
9500 -216179.8227074937894940
9550 -216179.9012134948861785
9600 -216179.9795684203854762
9650 -216180.0577620752155781
9700 -216180.1357841439603362
9750 -216180.2136242135893553
9800 -216180.2912718167644925
9850 -216180.3687163984577637
9900 -216180.4459473811439238
9950 -216180.5229541839798912
10000 -216180.6114753691072110
10050 -216180.6746080837328918
10100 -216180.6918298240925651
10150 -216180.7185751959914342
10200 -216180.7541961724055000
10250 -216180.7986133825615980
10300 -216180.8514420456194784
10350 -216180.9121715390938334
10400 -216180.9802828987885732
10450 -216181.0552956508181524
10500 -216181.1367886419466231
10550 -216181.2244002981460653
